EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
,6298946.805,1475154.259,,3808622.318,900096.5462,3668534.6969999997,130283.4074,239128.7009,2414392.9869999997,2310181.636,,131845687.1,,18852088.19,22435091.06,Aceptado
695395.6794,37105596.89,51862419.31,1676756.549,2073740.241,5262272.433,65066067.66,959235.2955,8341231.432999999,1010614.95,23847016.97,,328059982.7,405400479.8,23653369.65,,Aceptado
91215.50792,534741.2572,28294059.6,133148.5877,367763.63200000004,8803333.096,8745603.492,166201.4723,1917919.2140000002,2266462.932,-11933806.82,-5527267.844,14003952.15,42267741.9,,4358418.909,Aceptado
5430910.621,22918010.5,583480.4597,4288125.123,596236.3539,-7917524.295,12650827.58,816534.9217,2489765.62,15472740.98,1240350.981,356036.3792,26396399.03,18426600.89,7184348.956,,Aceptado
4284264.527,67222188.5,22720375.85,15996990.26,6566753.602000001,-2932414.84,76829353.47,1149761.446,5761786.598999999,4946626.359,19159813.48,-639967.5534,471645997.7,763205611.7,74019120.05,55567351.42,Aceptado
838285.3694,,662002.0789,2659313.606,2897689.7410000004,-8909487.291000001,8380298.906,174742.0791,2862760.0360000003,,12498656.59,-4021449.352,106517974.4,129105674.5,5254199.054,5715174.408,Sospechoso
1882793.086,54505357.93,,16113434.56,1509945.2230000002,5972997.4,64549624.55,875548.4724,2718382.642,,9879489.799,-1769202.507,190299899.1,87802165.24,34297476.96,42869493.91,Aceptado
1308453.909,50722975.82,32119816.83,2812303.7460000003,3346092.937,2589250.171,70679106.12,785845.8086,,4181010.608,19061229.95,-2384854.477,360489954.3,364810668.8,48899158.25,44044160.25,Aceptado
964008.1291,8467196.006000001,876938.0405,,421902.3627,-3187410.452,10976143.92,110634.4385,352865.3821,,4549524.67,-340589.4195,57735048.09,,9435905.064,,Aceptado
822881.2523,4832549.633,791368.8343,,896989.8105,-4723967.244,4632785.3719999995,284819.6812,967486.6194,3273387.216,-1625487.7419999999,-861896.3929999999,17556875.66,,,12618962.4,Aceptado
2270232.196,,5055917.408,272886.2524,637861.9828,-9986630.704,14261202.7,608555.5956,2748297.99,4862265.617,,-496042.6323,122535155.1,37376456.37,20577800.85,,Aceptado
,4269407.928,176109.4732,733456.8064,1377474.621,-14105012.21,3468412.49,289443.2446,2297242.4359999998,4099789.4269999997,3869700.756,-188599.8839,,81387494.88,10050065.66,10200882.76,Aceptado
245621.4954,294931.8445,209820.7493,146901.6484,445010.4272,,413780.3131,19895.23025,169869.8462,24327.38433,,-644889.5763,,6211138.574,1036459.681,2481517.805,Aceptado
24474.8968,3720849.403,4055066.22,138927.9935,,7797508.55,8048028.512,78182.0211,602506.9045,,2758752.539,-1977719.07,37529333.31,8286515.067000001,8402124.172,,Aceptado
791166.5772,2592349.779,5665850.243,2724781.088,3385178.943,,4138671.4869999997,79735.68405,,489128.7278,-6389151.587,-156417.3712,64595256.09,35143129.64,9254822.955,6294458.485,Aceptado
1916303.326,2238738.47,1943840.507,3184300.204,2435132.194,-966163.3764,8570025.159,56305.062410000006,2276825.24,,3294872.6119999997,,138589187.0,8931730.684,7781008.837,6025030.893999999,Aceptado
67475.25671,2541322.867,1385526.375,279135.1678,323323.669,5899189.45,3201162.703,65571.08775,13167.33675,142182.8812,-6299910.985,,15955318.68,15563727.01,,,Aceptado
80490.26223,2699242.3,1175941.6090000002,114264.2033,64437.575410000005,5344081.381,5332379.065,499427.2155,47008.25615,5485500.475,,694750.1396,10046791.52,,24203860.79,18595328.91,Aceptado
756958.1646,7968600.874,,640703.5321,655950.2436,-8400610.087000001,6585936.187000001,105157.4202,,472643.8918,7824591.953,,59124450.64,17371539.64,4803347.028,8159472.954,Aceptado
,,15417330.12,838282.5046,1941462.7859999998,-5224933.222,,672376.2234,,,19174145.75,-1831603.134,232182926.5,,22853223.16,,Aceptado
292899.0562,5819495.372,16494894.76,86564.30091,459780.8059,,13554981.03,112565.0941,2508093.244,3283902.861,592548.7498,-2942859.144,62078793.39,26502869.1,,7972271.556,Aceptado
1994914.8869999999,5978899.406,11963.10748,,856497.8784,-13773588.69,4103860.713,178669.6027,,3311825.78,2260385.545,-224284.2552,21053554.27,,8670883.759,5386100.9229999995,Aceptado
,5870089.193,8316394.011,4072146.0239999997,2665121.55,970713.0431,21412935.72,393142.3473,2274747.163,1686650.372,2146595.6580000003,-3544404.917,,309672107.4,13733187.24,17766490.14,Aceptado
,14672351.36,16028192.41,219653.598,2272803.285,,18146052.1,575992.4375,,4841284.51,14555435.45,-989540.0337,234024496.6,,18246725.17,19188585.81,Aceptado
628859.7218,24119893.93,14776381.65,3643148.665,640203.3185,4822903.797,51545136.26,530044.8517,6736454.4,2591388.998,10872131.46,-6387189.521000001,80068997.44,99814165.7,9609799.94,13448832.05,Aceptado
236721.3099,8171328.392000001,,129595.8118,92292.1077,2326187.8030000003,16087752.88,366459.1187,,2149624.498,13026086.04,-3802506.175,48528209.9,13119957.1,8101610.223999999,7646892.784,Aceptado
12359857.84,40133590.71,81999342.6,8361710.467999999,,4146087.8910000003,,1023671.896,23541825.02,8092523.6729999995,11676118.94,-7177420.101,396091756.1,,25378906.29,29599521.56,Aceptado
,4720155.339,1570941.861,315982.0244,325191.3218,1734335.969,3181497.63,427128.4905,687607.9202,3124398.068,745042.0902,-4521654.098,9213403.093,37610370.42,,5970889.3379999995,Aceptado
1265904.959,65360074.02,14656272.1,18509807.42,3477834.665,90024.37707,89864361.3,,1574189.8169999998,1282225.866,,-3444845.8910000003,307862358.3,749259351.7,56236482.7,54442712.66,Aceptado
251694.3014,1659023.9640000002,5606625.591,228416.19100000002,377527.0759,7740091.602000001,,101885.5791,53915.09502000001,5987710.297,-16489933.7,-91931.82699,10228080.11,26857674.45,12396803.81,22513735.4,Aceptado
2895499.2989999996,,138630.3756,2369235.047,988262.3329,-13331364.05,,1266466.946,868861.1759,2539350.848,,-1782947.091,54756115.6,71257035.95,7405899.573,14239330.83,Aceptado
128861.9207,43220.351039999994,1486.09859,217868.4734,433159.2052,,67662.13965,62714.802789999994,564232.0196,186412.1661,-3241504.635,-1006365.573,3190908.3019999997,1911870.775,33132.85043,121240.0173,Aceptado
369034.5109,295280.6211,,,,,408502.5397,77440.39572,2206783.9930000002,388572.99799999996,-5099863.406,-610053.4586,,9149311.148,1106136.745,253574.9919,Aceptado
332103.0919,14442435.35,13438341.73,510124.7257,2650942.876,5891995.128,21750203.61,,228493.4619,2907047.425,2784632.189,300652.2889,157395779.6,94767531.68,36974075.48,38760237.34,Aceptado
607146.7774,3661189.3039999995,2093471.5659999999,2428621.36,,-1626319.174,8027889.379,205965.0634,1045214.813,476254.8642,2972301.9489999996,-1356127.6630000002,,243960879.5,,15805938.31,Aceptado
2188140.14,102604128.3,51117239.29,,,-1220209.9679999999,,785883.1395,10887873.5,1297721.115,32872025.2,-4996840.237,639961380.1,184670467.7,51786075.23,35865332.89,Aceptado
187829.6061,3167071.453,48310861.82,53196.906310000006,430395.55100000004,8380444.927999999,15913644.31,,4950997.871,1774411.905,-4589637.463,-7135965.095,38379036.16,140023946.1,7124777.429,5449074.856000001,Aceptado
4484789.4569999995,,282293.2477,19797701.19,2219076.306,-11547185.63,25473814.23,345813.6313,,1843669.446,9499713.634,636939.128,122881438.8,46990021.26,34056143.23,,Aceptado
8152315.71,72576505.59,32215741.9,9877693.099,2962732.3430000003,-4116123.25,68603626.27,1610559.888,,3984259.021,24913557.91,-2324496.815,437593573.6,212234550.6,38427591.23,,Aceptado
1651737.576,,10335325.51,960700.5787,874702.3953,1281407.821,38028961.36,275714.42600000004,1928436.3380000002,,6965292.217999999,64243.75435,149171083.7,26459743.8,27792604.29,27630664.22,Aceptado
2219071.44,7131499.579,90007.83037000001,3446594.425,3513452.67,-13013410.77,1002560.735,944809.4234,1337697.882,770688.2801,13500214.28,-510572.8851,68275694.45,,4543514.973999999,7583622.405,Aceptado
59026.830870000005,,,,27528.631419999998,-4323534.848999999,6318.848889,27900.186889999997,1713107.7519999999,,-7263415.98,-2271899.485,,802138.7996,9457.498470999999,3979.023922,Aceptado
,14062979.51,6473263.052,1048747.118,581228.8435,6368525.635,18111659.22,93737.89901000001,263667.0482,380935.3822,2380335.714,-2118903.966,38094117.28,49700002.41,22971649.79,24050654.49,Aceptado
996818.6924,4541938.852,3453364.901,482496.821,,1431092.362,9640449.631000001,65708.94372000001,1451047.22,2293318.1780000003,-5754647.97,-1389044.856,10310699.42,11286471.54,7180138.134,9679380.452,Aceptado
14747.67329,5001.991384,920007.4332,37509.66992,,,166922.5297,,35065.8154,249212.6825,-17950936.32,-233046.2755,2437514.499,2423623.701,1154761.106,1118284.862,Aceptado
,12807108.88,32100064.76,522389.7056,2854648.9930000002,7483738.589,46803209.64,189040.8995,1853456.019,1485146.8730000001,4854612.164,-4419096.949,218919115.8,400305612.1,34254230.64,24155660.06,Aceptado
65790.42182,,39213763.86,3240.925439,179071.5788,8857199.57,3381368.5160000003,62065.807810000006,1512285.7019999998,9771284.496,-12535280.64,-251631.7537,29960777.22,3685098.062,5969217.075,4289548.091,Aceptado
348543.4725,548341.485,129917.9055,53966.43894,94400.19362,-1789542.229,957844.0009,104291.6186,,4967266.33,-5885437.212,435589.5469,6421749.469,2167996.0530000003,1324290.807,3140743.9710000004,Aceptado
158297.795,839666.2483,270917.5768,,618874.1724,-653036.0407,261399.1687,84271.3357,139805.0527,786103.593,-1386936.406,563362.0794,13285969.91,,,4811423.235,Aceptado
635573.2533,,2610.660609,3034598.646,2292334.47,-7061423.052,660849.6707,152175.011,239279.9433,908791.6444,-1018528.199,1021098.7790000001,25258024.32,6076935.403,2310874.131,5519082.239,Aceptado
129442.5879,10469.804909999999,183185.8254,4962.8302619999995,603663.2393,3367707.367,3201.168328,,359.898311,3171412.317,-17145455.44,,4872625.297,2110279.035,1368426.939,,Aceptado
6011311.671,3412533.2610000004,233254.8158,5358069.083000001,2491693.554,-6003758.957,6281680.183999999,403892.659,7483430.449,14552786.29,,799974.1345,27770195.69,18916367.64,4672728.661,5801814.716,Aceptado
,,367396.0389,126863.2724,691485.2419,,696554.98,78100.99279,324858.583,,-5125174.728,626171.2685,15863985.27,4317357.82,2686107.4280000003,4060578.5810000002,Aceptado
124601.9641,194144.4647,1834790.574,359511.2591,668056.2563,8398003.088,,34840.00398,342061.4773,,-20541913.89,,11977172.84,3816077.785,,4641821.613,Aceptado
,10570345.98,23852324.26,123761.26800000001,55591.60118,7475960.913,25209410.22,566265.9885,958725.4099,6756795.977000001,137216.9101,-2766821.152,35799185.38,,26883477.45,21181600.05,Aceptado
645195.7006,,1546073.4409999999,217236.0685,27883.93705,-1933995.8869999999,7865646.035,482243.1384,3292871.8789999997,5766649.381,,,9431080.456,10125888.37,848271.4688,,Sospechoso
97163.59467,,,174206.9852,58491.85995,5939906.1110000005,11253949.37,218552.4497,263163.8004,656822.3325,5771131.536,-5664808.492000001,,11411200.09,,6106785.802,Aceptado
368210.2858,10846856.66,3412679.857,683616.4848,345508.9696,4233991.912,15656663.77,129076.4692,591068.6493,3716680.749,-4367727.308999999,,29381979.75,16932057.26,,18545320.38,Aceptado
134694.7375,512736.9973,1762849.5459999999,125208.5779,993967.5643,5723483.194,,20065.48752,50033.076539999995,,,,28023052.98,11913183.99,11557534.18,,Aceptado
1599492.458,31492239.79,,4272058.205,4040511.2189999996,-942220.0426,31964246.38,839768.8755,4415010.54,1884180.382,19321122.25,-1960434.711,303520409.6,154736265.2,21401181.32,23280950.14,Aceptado
3376534.4080000003,23813054.4,35841763.79,1249002.762,,3226607.7660000003,50475073.82,2459669.133,15762954.05,,6661607.36,-6992223.109,97402678.94,565704551.7,10342471.51,15312989.59,Aceptado
1502370.517,36904085.63,60696654.45,4065517.4510000004,1495228.439,8110173.073,,729016.9354,4576307.621,8397237.146,1126507.105,-4378911.635,156364607.9,404446656.8,43016058.99,42427924.89,Aceptado
,782156.3279,9083.9848,,688806.9625,,286052.1914,,106343.7741,357330.0539,-762176.1265,260831.1805,8014782.669,8221536.356000001,3090061.992,3851491.222,Aceptado
333254.9015,,15279511.17,135818.7305,902583.8865,6796660.527000001,7182156.012,130322.0373,664604.3664,3158948.3219999997,475160.6974,-1720389.737,,31678060.63,4762427.391,13777361.22,Aceptado
,741.15507,,3401.9027530000003,20946.24941,8574533.501,28938.754460000004,28885.43143,5245.808534000001,1113082.938,,504318.5725,598542.6116,636021.8758,,806066.0515,Aceptado
,,36870651.85,68704.62148,12834.7281,8773662.433,19583595.83,150735.5793,529920.4231,,-1989864.5890000002,-6822773.085,23807508.79,14470944.61,4482280.73,8220156.067000001,Aceptado
,15894248.47,5202012.281,3951624.104,765298.3665,573072.5035,20268244.6,373668.0206,3938962.756,4093889.24,3611596.6780000003,-1427211.813,53290337.95,27134144.64,9728379.336000001,,Aceptado
333125.9624,11708528.43,18827377.47,882466.6869,421947.915,6512368.161,26877941.42,439244.6145,4945569.772,1921164.996,6741736.851,-5879792.993,55430564.87,58990919.92,,,Aceptado
826927.8570000001,18216147.35,4161713.905,1037917.935,1414740.927,-3387162.563,9388726.351,289963.1389,,371321.8785,15822045.36,,156252736.8,28783442.71,14088161.36,23581012.67,Aceptado
1807838.496,,28413813.5,26135057.52,805528.3384,3625700.776,130288643.3,3081696.76,18918948.56,8323482.016,,,,203272158.9,48387276.43,29345218.83,Aceptado
240246.6304,,,146952.7568,14212.7231,8418042.832999999,22499770.7,390122.6156,2634403.5,,-2256753.795,-4533432.865,16211594.44,,5272612.268,9641812.774,Aceptado
326839.7952,30516808.93,7935800.235,3411101.673,1266971.893,2668960.324,35607888.25,485517.3943,1544000.267,389895.6137,18563287.18,-2299250.371,198406019.5,35463984.39,,20735036.45,Aceptado
