EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
56621.52335,139094.8754,95421.48122,9446.926311,20775.71768,4645544.664,179635.5619,84209.4702,14392.04772,6979853.54,-15125006.44,1108701.973,1298204.117,704904.8129,4123377.205,4613549.393,Aceptado
1165368.633,31989110.19,18110031.51,698807.9665,908658.346,-1498656.82,34319385.92,1039350.784,2939802.498,3428242.075,16096851.22,-3609689.595,179771705.4,132951419.7,29083006.58,24359612.55,Sospechoso
314011.6426,10755250.49,2519062.652,642192.8533,295565.9277,-2848712.555,8535947.464,333334.0707,1451693.609,132742.9145,16496261.48,-3672557.367,65083865.66,15991696.24,6977554.391,6398490.91,Sospechoso
2352538.214,16604379.78,5649665.801,1405903.588,1232940.547,-4813215.852,26765768.04,158919.2046,3243509.768,3083595.743,1864665.27,-2430921.392,80732549.55,166654178.1,23715817.21,18898579.7,Aceptado
123519.796,746769.403,10358860.7,50555.85119,96075.7225,8226437.147,1250112.639,274884.0337,144574.9563,3048690.859,-4594941.972,-190185.0442,12612056.54,2850707.693,2966227.45,7463603.74,Aceptado
63026.08112,83034.32771,372473.085,11159.02994,417332.4336,4792151.903,166401.3986,16380.31134,5363.826228,610822.6967,-7907901.627,1092697.064,16840928.58,1563491.07,2659886.273,5264826.31,Aceptado
392071.2456,10424452.53,7831973.576,856517.2283,205017.2016,7085220.384,24648456.03,201617.8088,432244.0909,5778065.583,-6281508.715,-1444813.325,23730936.87,21806484.42,13068470.18,23206747.37,Aceptado
135049.3187,2064635.648,304341.2176,438503.4339,715401.4777,-74081.40216,2435784.924,36741.76881,437590.3318,53983.27621,2503812.214,-2454034.056,19650160.77,16190351.79,1887787.652,3584596.821,Aceptado
108326.87,1507658.044,6188618.987,89085.02976,656229.1617,5938341.819,3702779.661,49069.55411,425207.5877,116923.9836,791021.0858,-4483554.27,43611209.54,27762519.32,2040236.088,3767587.596,Aceptado
638154.5341,1651658.404,3444836.479,1766985.526,928464.6305,5513841.069,7166795.775,227371.1755,365727.0318,1325238.326,-8390453.681,-2216362.448,23478390.1,41219868.26,4936748.327,10566274.87,Aceptado
1522542.367,22326838,26716450.79,2169223.17,2358086.116,4807866.369,40094114.09,3351968.671,2792391.699,12801846.73,5500072.624,-3662355.987,127826803,584032710.6,29918717.54,35415197.19,Aceptado
1623087.494,12223659.84,1089410.313,9673154.439,3194647.362,-4495581.196,3838984.545,1355346.869,2806441.253,1276132.335,12176468.66,-1334803.157,93947183.13,33681372.22,2455832.901,6606397.938,Aceptado
154078.9747,69353.39238,580005.5415,33485.38995,416547.172,3689456.19,231361.4727,41831.75326,274759.6291,2314318.608,-14750568.43,-1227102.165,2345522.749,13864125.66,704974.0069,1900446.031,Aceptado
2109291.976,82514294.52,21255275.99,19393360.37,2002163.879,-43752.26522,79192738.58,1445341.51,433367.6313,966282.529,19666715.49,-604798.0587,408645285.7,177643744.8,88849733.85,72649421.77,Aceptado
1495716.504,2583913.579,10263712.45,333952.5495,233546.7406,6061448.029,7073880.759,427063.8947,1416417.028,10661237.49,-8411531.603,787791.1444,28785716.68,4408067.869,12068620.41,12765246.07,Aceptado
320780.1165,11707031.86,9124352.431,240772.3563,575984.634,6268167.603,15991320.64,214105.4584,22961.40108,6159339.321,-4227571.214,321947.6174,53660460.59,39184874.59,26878171.05,42358541.79,Aceptado
2042486.611,6048662.328,1517549.202,5000280.912,2218736.04,2539351.965,9165496.205,300254.1955,313244.3973,7617836.219,-10101761.21,962093.4619,39510421.8,31114821.02,13921922.18,26866860.53,Aceptado
418580.1319,21527126.29,36560225.49,584413.8971,1595479.181,7055964.997,49820391.5,233663.8759,2817300.039,1281395.614,13219329.69,-4199132.952,277787232.5,87067750.73,19136937.45,20346756.79,Aceptado
475104.1931,12172000.22,5138995.648,3607021.233,3931320.556,4363683.276,16847589.68,78268.0289,2722588.842,915686.2213,-1014287.156,-95113.33015,126426466.7,59072165.42,22893246.38,13662483.11,Aceptado
564576.6242,22642699.18,24852451.04,203412.6235,1468341.351,414752.5359,32793538.18,391876.7045,7092289.462,3347873.577,13752335.21,-6689238.175,151538426.7,502901324.8,18025546.65,13528973.74,Aceptado
124356.0074,25943453.42,7414540.304,2143219.416,501798.9532,6401563.874,51411320.06,242643.645,1011564.995,889077.7454,7891550.797,-4324234.821,91707505.53,48109420.27,22312975.98,20361992.71,Aceptado
2915003.4,12881856.87,2777835.248,928635.6562,1003492.729,-7681321.837,11898313.29,324171.0132,5106183.891,4588227.884,5566620.556,-858368.6963,74429784.94,37746632.01,13413103.49,9841482.539,Aceptado
712484.4015,11334749.28,846392.2942,2316947.219,2128513.979,-1780099.959,11947425.88,869741.043,1665028.132,4423991.3,12356941.67,976521.4523,144923108.8,7018286.139,15026498.4,14243499.55,Aceptado
509643.8496,10955794.87,4264590.395,459303.8812,568052.8785,2016615.399,18265802.77,188527.8309,2267355.069,3963784.761,5389734.783,-1945060.564,64049320.48,18893353.92,6367306.555,10176204.2,Aceptado
231950.0035,4193129.72,203084.4667,50367.94445,372943.9784,-6388174.379,615219.5011,141881.6986,438174.6545,1348700.932,10167200.53,682509.9649,47427026.85,2013202.506,2732984.991,3437515.632,Aceptado
1766266.927,32241323.29,10579998.52,681117.6651,993466.5027,-4975220.483,18269952.04,1052127.241,3331598.429,5591945.498,13991627.52,-2534623.178,123442551.6,97607364.88,18367823.86,20111313.9,Aceptado
101903.4014,18391721.38,64512418.19,331012.7436,1010755.029,8603895.926,70272203.84,92125.31917,5116284.185,127626.5982,12361811.88,-8242819.633,245077589.1,211356776.6,11568319.16,10078578.06,Aceptado
3060425.57,79062817.64,23785778.3,1896766.481,1637435.148,-5208971.494,77727167.94,1657540.259,3922156.267,8771629.913,22001391.18,-5112025.848,276886255.7,746420794.8,33424275.37,47472525.12,Aceptado
706532.8661,9760618.885,17393523.39,554469.3473,2156578.356,5028004.703,26586054.83,245959.6917,3163788.036,5129799.379,901202.993,-1681066.131,122100501.8,136550993.8,26102636.17,19166818.25,Aceptado
2078171.923,10723991.95,4330202.662,2779012.165,1430584.931,-2773359.782,19300062.67,157914.7247,1741449.301,825247.2422,4125989.399,-2545920.346,91439363.05,84655409.24,11143736.97,14868478.28,Sospechoso
3470099.143,52572230.92,21301585.78,3180572.019,2854710.852,1934517.211,73673190.4,412206.4661,839440.4161,9703065.325,10731295.62,820113.1939,357878557.9,102103596.4,58751879.19,70808464.74,Aceptado
5849753.756,22270469.47,28672.71761,15948845.04,1394373.587,-14850204.6,10917743.3,473221.2765,5143626.653,1099425.207,10786866.32,-2626912.387,44879259.38,102045153.9,9172238.897,7976935.841,Sospechoso
532383.4668,10475628.16,1717067.351,964629.1365,581556.023,-1727974.783,7330902.869,334064.8721,431994.3595,1980884.044,1470097.176,-703035.5695,29531406.21,39363118.72,18653853.77,18269321.8,Aceptado
1650295.781,14098983.6,8259477.613,3170067.665,4287535.424,4724235.92,23294277.05,234807.2318,4070821.826,8338519.099,119446.2448,918475.0523,190564505.6,24721631.33,18571964.33,18989909.53,Aceptado
3092515.194,68402939.07,32664884.64,7019576.52,1088615.476,1696407.261,102578446.8,1658412.858,10141101.16,10077581.5,12392927.4,-3950013.417,208188652.2,295074562.9,58639848.79,39682854.29,Aceptado
3284617.82,1157417.578,51889.99284,497179.9887,1268711.206,-11401873.38,221690.5235,146137.1967,515303.4559,1379664.188,5036649.494,1207952.707,53182890.63,1398491.811,5813009.951,6696991.614,Aceptado
6238972.312,88589498.7,25268303.48,12297744.46,5657226.257,-4380766.633,93180911.2,521649.4745,4143281.459,6232231.741,14294985.41,-76316.92021,465601517.6,1031129865,105125578.9,72857959.19,Aceptado
733528.2473,14640524.55,16719713.73,504058.7628,2063480.358,5972632.07,26117708.94,222195.9635,618603.9562,9131227.057,-5216843.69,635896.4246,119811806.8,93294129.88,50081070.37,39868739.38,Aceptado
28511.31118,112668.2522,331248.4916,96085.21457,1260890.354,6858110.035,352281.3749,64906.26797,65332.88355,414054.5845,-10558651.95,728658.358,14306337.64,6152983.273,7639187.107,3383474.876,Aceptado
2741392.829,4171549.083,2813408.114,1241380.787,1112251.064,-2577196.994,5245075.681,158770.9756,2640123.081,2616790.624,-2737116.089,343028.0727,46521766.14,16724428.22,10067437.26,8774264.295,Aceptado
1203058.88,4467347.614,719933.8728,884939.6878,1080163.172,-6750832.858,7982458.986,170887.5473,9774539.415,1759189.261,6577083.668,-3594910.17,51870198.45,22680646.64,1619629.198,1155647.303,Sospechoso
163136.3184,3135272.298,2431903.492,827488.0454,844878.4548,6323700.376,5982067.059,161583.9426,221357.9078,954499.9556,-3875038.827,-145551.5604,32060138.68,14034307.5,11460875.66,12282917.55,Aceptado
59916.02855,10037635.18,1688342.612,1435590.776,288343.4826,4732212.957,14547071.4,143362.9407,401262.5398,31747.32902,6428725.937,-3836795.149,36815569.27,19574253.02,14306200.44,9009414.143,Aceptado
72796.56571,1522392.919,8439046.658,117375.5718,620748.796,8079312.567,7105460.088,116495.8138,350487.3252,2004059.623,-7752790.376,-1611549.858,26329313.45,27273241.61,12463658.36,10134914.67,Aceptado
677471.9288,6298946.805,1475154.259,958068.256,3808622.318,900096.5462,3668534.697,130283.4074,239128.7009,2414392.987,2310181.636,1191594.568,131845687.1,10178910.99,18852088.19,22435091.06,Aceptado
695395.6794,37105596.89,51862419.31,1676756.549,2073740.241,5262272.433,65066067.66,959235.2955,8341231.433,1010614.95,23847016.97,-6998792.805,328059982.7,405400479.8,23653369.65,21546140.64,Aceptado
91215.50792,534741.2572,28294059.6,133148.5877,367763.632,8803333.096,8745603.492,166201.4723,1917919.214,2266462.932,-11933806.82,-5527267.844,14003952.15,42267741.9,4890885.037,4358418.909,Aceptado
1358628.641,58897371.39,7269513.457,18576816.51,2449606.145,-9638111.157,62560730.55,569835.8951,14437258.9,25154.66378,32677978.1,-8314227.415,280295888.1,688184098.8,10117865.13,9254125.945,Sospechoso
5430910.621,22918010.5,583480.4597,4288125.123,596236.3539,-7917524.295,12650827.58,816534.9217,2489765.62,15472740.98,1240350.981,356036.3792,26396399.03,18426600.89,7184348.956,19179076.36,Aceptado
4284264.527,67222188.5,22720375.85,15996990.26,6566753.602,-2932414.84,76829353.47,1149761.446,5761786.599,4946626.359,19159813.48,-639967.5534,471645997.7,763205611.7,74019120.05,55567351.42,Aceptado
838285.3694,12563618.74,662002.0789,2659313.606,2897689.741,-8909487.291,8380298.906,174742.0791,2862760.036,155238.5699,12498656.59,-4021449.352,106517974.4,129105674.5,5254199.054,5715174.408,Sospechoso
1882793.086,54505357.93,27914260.19,16113434.56,1509945.223,5972997.4,64549624.55,875548.4724,2718382.642,3982108.179,9879489.799,-1769202.507,190299899.1,87802165.24,34297476.96,42869493.91,Aceptado
1308453.909,50722975.82,32119816.83,2812303.746,3346092.937,2589250.171,70679106.12,785845.8086,4233205.888,4181010.608,19061229.95,-2384854.477,360489954.3,364810668.8,48899158.25,44044160.25,Aceptado
964008.1291,8467196.006,876938.0405,1808365.859,421902.3627,-3187410.452,10976143.92,110634.4385,352865.3821,325267.7608,4549524.67,-340589.4195,57735048.09,9824919.718,9435905.064,13379174.43,Aceptado
822881.2523,4832549.633,791368.8343,799890.5787,896989.8105,-4723967.244,4632785.372,284819.6812,967486.6194,3273387.216,-1625487.742,-861896.393,17556875.66,63024309.58,12480160.11,12618962.4,Aceptado
2270232.196,21820226.75,5055917.408,272886.2524,637861.9828,-9986630.704,14261202.7,608555.5956,2748297.99,4862265.617,18724495.96,-496042.6323,122535155.1,37376456.37,20577800.85,20418858.72,Aceptado
6988090.96,72905864.06,65913490.59,12082308.52,2808182.561,4200568.659,124379170.6,1251292.042,7730958.811,10371557.35,7802768.552,-4600962.766,281631072.6,2335055337,79233603.16,65150988.95,Aceptado
6415374.423,4269407.928,176109.4732,733456.8064,1377474.621,-14105012.21,3468412.49,289443.2446,2297242.436,4099789.427,3869700.756,-188599.8839,36218460.04,81387494.88,10050065.66,10200882.76,Aceptado
245621.4954,294931.8445,209820.7493,146901.6484,445010.4272,-2178963.452,413780.3131,19895.23025,169869.8462,24327.38433,-815113.2895,-644889.5763,12678910.79,6211138.574,1036459.681,2481517.805,Aceptado
24474.8968,3720849.403,4055066.22,138927.9935,419068.5968,7797508.55,8048028.512,78182.0211,602506.9045,417321.1126,2758752.539,-1977719.07,37529333.31,8286515.067,8402124.172,5606126.234,Aceptado
791166.5772,2592349.779,5665850.243,2724781.088,3385178.943,5081528.879,4138671.487,79735.68405,2704653.927,489128.7278,-6389151.587,-156417.3712,64595256.09,35143129.64,9254822.955,6294458.485,Aceptado
1916303.326,2238738.47,1943840.507,3184300.204,2435132.194,-966163.3764,8570025.159,56305.06241,2276825.24,122326.9362,3294872.612,529570.6594,138589187,8931730.684,7781008.837,6025030.894,Aceptado
67475.25671,2541322.867,1385526.375,279135.1678,323323.669,5899189.45,3201162.703,65571.08775,13167.33675,142182.8812,-6299910.985,-894719.1076,15955318.68,15563727.01,11672678.41,12805022.69,Aceptado
80490.26223,2699242.3,1175941.609,114264.2033,64437.57541,5344081.381,5332379.065,499427.2155,47008.25615,5485500.475,-3255861.828,694750.1396,10046791.52,4971982.277,24203860.79,18595328.91,Aceptado
799076.0733,22196240,3199406.575,11071023.06,1933865.289,-1364703.793,31456436.6,514085.7892,7180570.644,720621.5464,14250720.62,-4582004.386,124374929.8,72095092.42,9128584.749,8015024.642,Sospechoso
756958.1646,7968600.874,240141.6268,640703.5321,655950.2436,-8400610.087,6585936.187,105157.4202,518888.1234,472643.8918,7824591.953,-1230511.573,59124450.64,17371539.64,4803347.028,8159472.954,Aceptado
2733347.442,34468590.7,15417330.12,838282.5046,1941462.786,-5224933.222,34486833.51,672376.2234,6801277.475,6257573.233,19174145.75,-1831603.134,232182926.5,121297577.2,22853223.16,23734280.12,Aceptado
292899.0562,5819495.372,16494894.76,86564.30091,459780.8059,6228274.045,13554981.03,112565.0941,2508093.244,3283902.861,592548.7498,-2942859.144,62078793.39,26502869.1,8442854.102,7972271.556,Aceptado
1429378.182,15103026.61,12932873.28,2515103.035,3097786.475,-1134539.015,21075909.71,590628.9604,12062512.17,488960.6456,23214150.79,-5646097.722,269186220.5,72383195.77,2474436.527,3999935.177,Sospechoso
1994914.887,5978899.406,11963.10748,980547.2826,856497.8784,-13773588.69,4103860.713,178669.6027,2883192.116,3311825.78,2260385.545,-224284.2552,21053554.27,30271049.57,8670883.759,5386100.923,Aceptado
1991575.854,5870089.193,8316394.011,4072146.024,2665121.55,970713.0431,21412935.72,393142.3473,2274747.163,1686650.372,2146595.658,-3544404.917,86326396.32,309672107.4,13733187.24,17766490.14,Aceptado
897253.724,14672351.36,16028192.41,219653.598,2272803.285,500857.6608,18146052.1,575992.4375,2431607.32,4841284.51,14555435.45,-989540.0337,234024496.6,70701993.94,18246725.17,19188585.81,Aceptado
10214789.91,44366740.12,3489020.794,23176156.06,632451.0011,-8892982.37,71553485.71,2791829.928,13866039.41,14161339.88,15762952.72,-3575303.258,81933584.77,90353837.7,14515334.21,22466065.41,Sospechoso
628859.7218,24119893.93,14776381.65,3643148.665,640203.3185,4822903.797,51545136.26,530044.8517,6736454.4,2591388.998,10872131.46,-6387189.521,80068997.44,99814165.7,9609799.94,13448832.05,Aceptado
236721.3099,8171328.392,7572730.939,129595.8118,92292.1077,2326187.803,16087752.88,366459.1187,2524552.975,2149624.498,13026086.04,-3802506.175,48528209.9,13119957.1,8101610.224,7646892.784,Aceptado
12359857.84,40133590.71,81999342.6,8361710.468,6091054.582,4146087.891,99156601.06,1023671.896,23541825.02,8092523.673,11676118.94,-7177420.101,396091756.1,4274933990,25378906.29,29599521.56,Aceptado
240514.1241,4720155.339,1570941.861,315982.0244,325191.3218,1734335.969,3181497.63,427128.4905,687607.9202,3124398.068,745042.0902,-4521654.098,9213403.093,37610370.42,1345787.403,5970889.338,Aceptado
1265904.959,65360074.02,14656272.1,18509807.42,3477834.665,90024.37707,89864361.3,527263.7517,1574189.817,1282225.866,16090344.32,-3444845.891,307862358.3,749259351.7,56236482.7,54442712.66,Aceptado
251694.3014,1659023.964,5606625.591,228416.191,377527.0759,7740091.602,8098069.204,101885.5791,53915.09502,5987710.297,-16489933.7,-91931.82699,10228080.11,26857674.45,12396803.81,22513735.4,Aceptado
2895499.299,14451168.04,138630.3756,2369235.047,988262.3329,-13331364.05,6794649.316,1266466.946,868861.1759,2539350.848,13302113.99,-1782947.091,54756115.6,71257035.95,7405899.573,14239330.83,Aceptado
128861.9207,43220.35104,1486.09859,217868.4734,433159.2052,-3200611.128,67662.13965,62714.80279,564232.0196,186412.1661,-3241504.635,-1006365.573,3190908.302,1911870.775,33132.85043,121240.0173,Aceptado
369034.5109,295280.6211,28.738918,1237391.768,1119744.05,-11874734.27,408502.5397,77440.39572,2206783.993,388572.998,-5099863.406,-610053.4586,4826739.42,9149311.148,1106136.745,253574.9919,Aceptado
332103.0919,14442435.35,13438341.73,510124.7257,2650942.876,5891995.128,21750203.61,160814.573,228493.4619,2907047.425,2784632.189,300652.2889,157395779.6,94767531.68,36974075.48,38760237.34,Aceptado
607146.7774,3661189.304,2093471.566,2428621.36,3768533.447,-1626319.174,8027889.379,205965.0634,1045214.813,476254.8642,2972301.949,-1356127.663,68880586.78,243960879.5,20218703.86,15805938.31,Aceptado
2188140.14,102604128.3,51117239.29,2856814.12,1614850.519,-1220209.968,115608976.7,785883.1395,10887873.5,1297721.115,32872025.2,-4996840.237,639961380.1,184670467.7,51786075.23,35865332.89,Aceptado
187829.6061,3167071.453,48310861.82,53196.90631,430395.551,8380444.928,15913644.31,70812.70157,4950997.871,1774411.905,-4589637.463,-7135965.095,38379036.16,140023946.1,7124777.429,5449074.856,Aceptado
4484789.457,27018669.72,282293.2477,19797701.19,2219076.306,-11547185.63,25473814.23,345813.6313,2388188.807,1843669.446,9499713.634,636939.128,122881438.8,46990021.26,34056143.23,24748114.32,Aceptado
8152315.71,72576505.59,32215741.9,9877693.099,2962732.343,-4116123.25,68603626.27,1610559.888,9767268.88,3984259.021,24913557.91,-2324496.815,437593573.6,212234550.6,38427591.23,37798928.12,Aceptado
1651737.576,18534186.35,10335325.51,960700.5787,874702.3953,1281407.821,38028961.36,275714.426,1928436.338,5687664.627,6965292.218,64243.75435,149171083.7,26459743.8,27792604.29,27630664.22,Aceptado
151936.7631,12472283.78,13062985.98,672786.1932,1166797.15,5466130.037,30810976.07,146203.7786,9443338.179,473642.1046,11382817.35,-7346950.28,103087222.2,100661922.3,5538489.587,3305989.601,Aceptado
2219071.44,7131499.579,90007.83037,3446594.425,3513452.67,-13013410.77,1002560.735,944809.4234,1337697.882,770688.2801,13500214.28,-510572.8851,68275694.45,73977322.89,4543514.974,7583622.405,Aceptado
59026.83087,9696.00845,1287.583816,16430.14913,27528.63142,-4323534.849,6318.848889,27900.18689,1713107.752,325099.6725,-7263415.98,-2271899.485,209202.8118,802138.7996,9457.498471,3979.023922,Aceptado
108387.2667,14062979.51,6473263.052,1048747.118,581228.8435,6368525.635,18111659.22,93737.89901,263667.0482,380935.3822,2380335.714,-2118903.966,38094117.28,49700002.41,22971649.79,24050654.49,Aceptado
996818.6924,4541938.852,3453364.901,482496.821,79186.53417,1431092.362,9640449.631,65708.94372,1451047.22,2293318.178,-5754647.97,-1389044.856,10310699.42,11286471.54,7180138.134,9679380.452,Aceptado
14747.67329,5001.991384,920007.4332,37509.66992,309019.9202,8624374.914,166922.5297,30213.41399,35065.8154,249212.6825,-17950936.32,-233046.2755,2437514.499,2423623.701,1154761.106,1118284.862,Aceptado
245401.8049,12807108.88,32100064.76,522389.7056,2854648.993,7483738.589,46803209.64,189040.8995,1853456.019,1485146.873,4854612.164,-4419096.949,218919115.8,400305612.1,34254230.64,24155660.06,Aceptado
2245559.731,10605200.52,4696917.928,923578.8311,1533134.262,-6422882.898,8135257.373,243991.4702,3904497.477,1998696.887,7574265.69,-3248601.99,62491974.58,124688125,6369460.342,9899912.874,Sospechoso
65790.42182,510838.7592,39213763.86,3240.925439,179071.5788,8857199.57,3381368.516,62065.80781,1512285.702,9771284.496,-12535280.64,-251631.7537,29960777.22,3685098.062,5969217.075,4289548.091,Aceptado
348543.4725,548341.485,129917.9055,53966.43894,94400.19362,-1789542.229,957844.0009,104291.6186,333908.7727,4967266.33,-5885437.212,435589.5469,6421749.469,2167996.053,1324290.807,3140743.971,Aceptado
158297.795,839666.2483,270917.5768,90988.97478,618874.1724,-653036.0407,261399.1687,84271.3357,139805.0527,786103.593,-1386936.406,563362.0794,13285969.91,5998103.526,3343124.3,4811423.235,Aceptado
635573.2533,1835987.364,2610.660609,3034598.646,2292334.47,-7061423.052,660849.6707,152175.011,239279.9433,908791.6444,-1018528.199,1021098.779,25258024.32,6076935.403,2310874.131,5519082.239,Aceptado
129442.5879,10469.80491,183185.8254,4962.830262,603663.2393,3367707.367,3201.168328,32794.20201,359.898311,3171412.317,-17145455.44,1192457.346,4872625.297,2110279.035,1368426.939,6119485.799,Aceptado
